fdc_id,food_code,description,wweia_category_number,wweia_category_description,state_hint,kcal_per_100g,protein_g_per_100g,carbs_g_per_100g,fat_g_per_100g,fiber_g_per_100g,sugar_g_per_100g,sodium_mg_per_100g,atwater_kcal,atwater_ratio,publication_date
2707762,51404500,"Bagel, pumpernickel",4206,Bagels and English muffins,,250,10.2,48.89,1.53,4.1,6.12,439,250.1,1.001,2022-10-28
2707732,51301700,"Bagel, wheat",4206,Bagels and English muffins,,250,10.2,48.89,1.53,4.1,6.12,439,250.1,1.001,2022-10-28
2707737,51301900,"Bagel, wheat bran",4206,Bagels and English muffins,,250,10.2,48.89,1.53,4.1,6.12,439,250.1,1.001,2022-10-28
2707736,51301820,"Bagel, wheat, with fruit and nuts",4206,Bagels and English muffins,,263,9.52,50.78,2.77,4.4,11.74,389,266.1,1.012,2022-10-28
2707734,51301800,"Bagel, wheat, with raisins",4206,Bagels and English muffins,,255,9.51,51.93,1.4,4.1,12.03,398,258.4,1.013,2022-10-28
2707708,51300100,"Bagel, whole grain white",4206,Bagels and English muffins,,250,10.2,48.89,1.53,4.1,6.12,439,250.1,1.001,2022-10-28
2707733,51301750,"Bagel, whole wheat",4206,Bagels and English muffins,,250,10.2,48.89,1.53,4.1,6.12,439,250.1,1.001,2022-10-28
2707735,51301805,"Bagel, whole wheat, with raisins",4206,Bagels and English muffins,,255,9.51,51.93,1.4,4.1,12.03,398,258.4,1.013,2022-10-28
2707686,51180080,"Bagel, with fruit other than raisins",4206,Bagels and English muffins,,243,9.55,48.36,1.25,1.7,8.43,380,242.9,1.000,2022-10-28
2707685,51180030,"Bagel, with raisins",4206,Bagels and English muffins,,268,9.83,55.07,1.21,1.9,14.1,382,270.5,1.009,2022-10-28
2707390,41201010,Baked beans,2802,"Beans, peas, legumes",,105,4.52,21.57,0.89,4.4,8.23,391,112.4,1.070,2022-10-28
2707392,41201050,Baked beans from fast food / restaurant,2802,"Beans, peas, legumes",,116,4.38,23.29,1.35,4.3,10.38,491,122.8,1.059,2022-10-28
2707410,41221000,"Baked beans, reduced sodium",2802,"Beans, peas, legumes",,104,4.77,20.35,0.4,5.5,7.73,270,104.1,1.001,2022-10-28
2707391,41201020,"Baked beans, vegetarian",2802,"Beans, peas, legumes",,94,4.75,21.14,0.37,4.1,7.96,343,106.9,1.137,2022-10-28
2708044,53441110,Baklava,5502,Cakes and pies,,440,6.58,37.55,29.34,2.5,12.8,311,440.6,1.001,2022-10-28
2709847,75203028,"Bamboo shoots, cooked",6420,Other vegetables and combinations,,41,1.68,3.13,2.94,1.4,1.84,15,45.7,1.115,2022-10-28
2709200,62107200,Banana chips,6016,Dried fruits,,519,2.3,58.4,33.6,7.7,35.34,6,545.2,1.050,2022-10-28
2709342,64201500,Banana nectar,7204,Fruit drinks,,74,0.26,18.01,0.13,0.6,15.51,2,74.3,1.003,2022-10-28
2705697,13241000,Banana pudding,5804,Pudding,,160,2.57,28,4.26,0.7,19.74,128,160.6,1.004,2022-10-28
2705660,13121120,Banana split,5802,Ice cream and frozen dairy desserts,,199,2.42,32.59,6.88,1,24.17,97,202.0,1.015,2022-10-28
2709225,63107410,"Banana, baked",6004,Bananas,baked,161,0.82,32.43,3.21,1.8,24.74,3,161.9,1.006,2022-10-28
2709224,63107010,"Banana, raw",6004,Bananas,raw,97,0.74,22.71,0.28,1.7,15.8,0,96.3,0.993,2022-10-28
2708724,58123110,Bao bun,3406,"Egg rolls, dumplings, sushi",,273,11.17,39.78,7.58,1.2,5.86,354,272.0,0.996,2022-10-28
2708725,58123120,"Bao bun, no meat",3406,"Egg rolls, dumplings, sushi",,268,6.73,54.27,2.94,3.4,22.28,268,270.5,1.009,2022-10-28
2706886,27510135,"Barbecue beef sandwich, on wheat bun",3742,Meat and BBQ sandwiches,,240,17.02,23.3,8.52,2,8.38,544,238.0,0.991,2022-10-28
2706885,27510130,"Barbecue beef sandwich, on white bun",3742,Meat and BBQ sandwiches,,245,16.48,24.86,8.5,0.8,9.07,562,241.9,0.987,2022-10-28
2706391,27116210,"Barbecue beef, no sauce",2002,"Beef, excludes ground",,252,27.97,0,15.15,0,0,411,248.2,0.985,2022-10-28
2706390,27116200,"Barbecue beef, with sauce",3002,Meat mixed dishes,,228,19.83,12.23,10.79,0.3,9.97,596,225.3,0.988,2022-10-28
2706434,27146011,Barbecue chicken,3004,Poultry mixed dishes,,167,19,12.23,4.64,0.3,9.97,550,166.7,0.998,2022-10-28
2706999,27540131,"Barbecue chicken sandwich, on wheat bun",3742,Meat and BBQ sandwiches,,199,16.47,23.3,4.42,2,8.38,513,198.9,0.999,2022-10-28
2706998,27540130,"Barbecue chicken sandwich, on white bun",3742,Meat and BBQ sandwiches,,204,15.92,24.86,4.4,0.8,9.07,531,202.7,0.994,2022-10-28
2706369,27100100,"Barbecue meat, NFS",3002,Meat mixed dishes,,226,18.14,12.23,11.17,0.3,9.97,601,222.0,0.982,2022-10-28
2706976,27520515,"Barbecue pork sandwich, on wheat bun",3742,Meat and BBQ sandwiches,,238,15.52,23.3,8.86,2,8.38,549,235.0,0.987,2022-10-28
2706975,27520510,"Barbecue pork sandwich, on white bun",3742,Meat and BBQ sandwiches,,243,14.97,24.86,8.83,0.8,9.07,567,238.8,0.983,2022-10-28
2706400,27120040,"Barbecue pork, no sauce",2006,Pork,,249,24.75,0,15.87,0,0,422,241.8,0.971,2022-10-28
2706399,27120030,"Barbecue pork, with sauce",3002,Meat mixed dishes,,226,17.57,12.23,11.3,0.3,9.97,603,220.9,0.977,2022-10-28
2706974,27520500,Barbecue rib sandwich,3742,Meat and BBQ sandwiches,,223,13.66,26.5,6.47,0.9,9.05,466,218.9,0.981,2022-10-28
2706882,27500400,"Barbecue sandwich, NFS",3742,Meat and BBQ sandwiches,,238,15.34,24.86,8.12,0.8,9.07,561,233.9,0.983,2022-10-28
2709750,74406010,Barbecue sauce,8402,Tomato-based condiments,,172,0.82,40.77,0.63,0.9,33.24,1027,172.0,1.000,2022-10-28
2705700,13252500,"Barfi or Burfi, Indian dessert",5804,Pudding,,284,5.42,40.43,11.36,0.4,36.97,71,285.6,1.006,2022-10-28
2708361,56200410,Barley,4004,"Pasta, noodles, cooked grains",,139,2.2,27.23,2.74,3.7,0.28,199,142.4,1.024,2022-10-28
2708045,53441210,Basbousa,5502,Cakes and pies,,282,4.81,43.76,9.94,0.8,29.79,81,283.7,1.006,2022-10-28
2709780,75109400,"Basil, raw",9999,Not included in a food category,raw,23,3.15,2.65,0.64,1.6,0.3,4,29.0,1.259,2022-10-28
2707409,41210000,Bean cake,3102,"Bean, pea, legume dishes",,414,5.8,49.88,21.41,3,20.37,186,415.4,1.003,2022-10-28
2707428,41310900,Bean chips,5004,"Tortilla, corn, other chips",,448,14.6,53.12,21.58,9.7,1.08,410,465.1,1.038,2022-10-28
2707400,41205050,"Bean dip, made with refried beans",8412,"Dips, gravies, other sauces",,119,5.44,15.89,3.7,4.9,0.99,443,118.6,0.997,2022-10-28
2710309,91407150,"Bean paste, sweetened",8806,"Jams, syrups, toppings",,226,6.22,49.98,0.47,5.3,33.92,124,229.0,1.013,2022-10-28
2710009,75302080,"Bean salad, yellow and/or green string beans",6432,"Coleslaw, non-lettuce salads",,109,3.52,13,5,3.4,3.48,266,111.1,1.019,2022-10-28
2709871,75207021,"Bean sprouts, cooked",6420,Other vegetables and combinations,,116,9.8,6.08,6.93,3.3,2.83,126,125.9,1.085,2022-10-28
2709768,75101000,"Bean sprouts, raw",6420,Other vegetables and combinations,raw,30,3.04,5.94,0.18,1.8,4.13,6,37.5,1.251,2022-10-28
2709033,58161320,Beans and brown rice,3102,"Bean, pea, legume dishes",,162,6.4,24.29,4.54,3.9,0.28,213,163.6,1.010,2022-10-28
2707405,41206030,Beans and franks,2802,"Beans, peas, legumes",,138,6.74,17.29,5.22,3.3,6.17,438,143.1,1.037,2022-10-28
2708986,58160100,"Beans and rice, from fast food / restaurant",3102,"Bean, pea, legume dishes",,185,6.29,24.41,6.99,3.6,0.2,299,185.7,1.004,2022-10-28
2708992,58160132,"Beans and rice, with meat",3102,"Bean, pea, legume dishes",,162,7.49,23.54,4.24,4.4,0.25,263,162.3,1.002,2022-10-28
2708991,58160120,"Beans and rice, with tomatoes",3102,"Bean, pea, legume dishes",,137,4.7,21.9,3.46,3.8,0.81,309,137.5,1.004,2022-10-28
2707394,41202510,"Beans and tomatoes, fat added",2802,"Beans, peas, legumes",,142,6.05,17.84,5.58,6.1,1.32,351,145.8,1.027,2022-10-28
2707393,41202505,"Beans and tomatoes, no added fat",2802,"Beans, peas, legumes",,101,6.37,18.76,0.51,6.4,1.39,370,105.1,1.041,2022-10-28
2708990,58160110,Beans and white rice,3102,"Bean, pea, legume dishes",,164,6.5,25.19,4.21,3.7,0.21,231,164.7,1.004,2022-10-28
2707407,41208100,"Beans with meat, NS as to type",2802,"Beans, peas, legumes",,184,10.7,20.56,6.88,7.1,0.38,275,187.0,1.016,2022-10-28
2707350,41101060,"Beans, from canned, NS as to type, fat added",2802,"Beans, peas, legumes",,185,7.66,24.1,6.83,8,1.31,311,188.5,1.019,2022-10-28
2707351,41101070,"Beans, from canned, NS as to type, no added fat",2802,"Beans, peas, legumes",,136,7.96,25.04,0.81,8.3,1.36,323,139.3,1.024,2022-10-28
2707348,41101010,"Beans, from dried, NS as to type, fat added",2802,"Beans, peas, legumes",,189,8.34,23.78,7.08,8.3,0.31,217,192.2,1.017,2022-10-28
2707349,41101020,"Beans, from dried, NS as to type, no added fat",2802,"Beans, peas, legumes",,139,8.92,25.44,0.62,8.9,0.33,232,143.0,1.029,2022-10-28
2707352,41101080,"Beans, from fast food / restaurant, NS as to type",2802,"Beans, peas, legumes",,206,8.77,22.6,9.32,5.7,0.31,354,209.4,1.016,2022-10-28
2707347,41100990,"Beans, NFS",2802,"Beans, peas, legumes",,189,8.34,23.78,7.08,8.3,0.31,217,192.2,1.017,2022-10-28
2705918,23323500,Bear,2008,"Lamb, goat, game",,257,32.16,0,13.28,0,0,378,248.2,0.966,2022-10-28
2705924,23334100,Beaver,2008,"Lamb, goat, game",,210,34.57,0,6.9,0,0,366,200.4,0.954,2022-10-28
2706738,27415110,Beef and broccoli,3404,Stir-fry and soy-based sauce mixtures,,160,10.43,5.09,10.63,1.3,1.23,440,157.8,0.986,2022-10-28
2706481,27212050,Beef and macaroni with cheese sauce,3002,Meat mixed dishes,,137,9.12,12.26,5.42,0.5,1.5,394,134.3,0.980,2022-10-28
2706485,27212300,Beef and noodles with cream or white sauce,3002,Meat mixed dishes,,140,7.86,15.02,5.33,0.6,1.56,293,139.5,0.996,2022-10-28
2706484,27212200,Beef and noodles with gravy,3002,Meat mixed dishes,,139,7.7,15.39,5.07,0.7,0.32,304,138.0,0.993,2022-10-28
2706487,27212400,Beef and noodles with mushroom sauce,3002,Meat mixed dishes,,136,7.54,14.96,5.14,0.8,0.8,310,136.3,1.002,2022-10-28
2706488,27212500,Beef and noodles with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures,,173,13.19,7.54,10.05,0.6,0.86,273,173.4,1.002,2022-10-28
2706482,27212100,Beef and noodles with tomato-based sauce,3002,Meat mixed dishes,,115,8.74,10.67,3.93,0.4,2.02,274,113.0,0.983,2022-10-28
2706480,27212000,"Beef and noodles, no sauce",3002,Meat mixed dishes,,189,11.37,16.24,8.41,0.8,0.26,377,186.1,0.985,2022-10-28
2706478,27211500,Beef and potatoes with cheese sauce,3002,Meat mixed dishes,,126,8.15,11.1,5.6,0.9,0.48,316,127.4,1.011,2022-10-28
2706475,27211190,"Beef and potatoes with cream sauce, white sauce or mushroom sauce",3002,Meat mixed dishes,,100,8.04,8.66,3.79,0.7,1.28,337,100.9,1.009,2022-10-28
2706474,27211000,"Beef and potatoes, no sauce",3002,Meat mixed dishes,,133,7.92,14.52,4.93,1.3,0.65,305,134.1,1.008,2022-10-28
2706498,27213600,Beef and rice with cheese sauce,3002,Meat mixed dishes,,142,8.08,14.66,5.35,0.4,0.16,298,139.1,0.980,2022-10-28
2706494,27213300,Beef and rice with cream sauce,3002,Meat mixed dishes,,139,6.7,15.9,5.24,0.2,1.33,303,137.6,0.990,2022-10-28
2706493,27213200,Beef and rice with gravy,3002,Meat mixed dishes,,137,6.28,15.98,5.12,0.2,0.12,315,135.1,0.986,2022-10-28
2706495,27213400,Beef and rice with mushroom sauce,3002,Meat mixed dishes,,135,6.25,15.53,5.18,0.4,0.59,313,133.7,0.991,2022-10-28
2706497,27213500,Beef and rice with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures,,178,13.58,7.96,10.26,0.5,0.88,275,178.5,1.003,2022-10-28
2706491,27213100,Beef and rice with tomato-based sauce,3002,Meat mixed dishes,,136,6.39,15.88,5.15,0.7,1.11,308,135.4,0.996,2022-10-28
2706489,27213000,"Beef and rice, no sauce",3002,Meat mixed dishes,,146,7.27,17.23,5,0.2,0.03,312,143.0,0.979,2022-10-28
2706753,27416500,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",3002,Meat mixed dishes,,122,8.11,6.47,7.34,0.9,0.91,312,124.4,1.020,2022-10-28
2706729,27410220,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",3002,Meat mixed dishes,,121,10.03,5.16,7.09,1.1,0.99,324,124.6,1.030,2022-10-28
2706744,27415200,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",3404,Stir-fry and soy-based sauce mixtures,,147,12.13,4.34,9.15,1,1.56,245,148.2,1.008,2022-10-28
2706752,27416450,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",3002,Meat mixed dishes,,115,8.06,4.5,7.34,1,1,310,116.3,1.011,2022-10-28
2706728,27410210,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",3002,Meat mixed dishes,,116,11.41,3,6.73,1.4,1.27,316,118.2,1.019,2022-10-28
2706737,27415100,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",3404,Stir-fry and soy-based sauce mixtures,,144,11.72,4.65,8.81,1.2,1.5,249,144.8,1.005,2022-10-28
2706746,27416100,"Beef and vegetables, Hawaiian style",3002,Meat mixed dishes,,93,4.79,14.24,2.24,1.8,5.6,679,96.3,1.035,2022-10-28
2710780,99992100,Beef as ingredient in recipes,9999,Not included in a food category,,261,26.44,0,16.52,0,0,71,254.4,0.975,2022-10-28
2706371,27111200,Beef burgundy,3002,Meat mixed dishes,,148,18.48,4.19,6,0.8,1.45,369,144.7,0.978,2022-10-28
2706607,27313110,Beef chow mein or chop suey with noodles,3402,Fried rice and lo/chow mein,,129,10.78,11.17,4.89,1.5,1.55,328,131.8,1.022,2022-10-28
2706742,27415150,"Beef chow mein or chop suey, no noodles",3402,Fried rice and lo/chow mein,,82,10.76,3.85,2.61,0.8,1.76,253,81.9,0.999,2022-10-28
2706388,27116100,Beef curry,3002,Meat mixed dishes,,113,7.57,6.53,6.57,1.4,2.56,359,115.5,1.022,2022-10-28
2706389,27116110,Beef curry with rice,3002,Meat mixed dishes,,119,5.61,15.12,4.05,1,1.56,314,119.4,1.003,2022-10-28
2707096,28110000,"Beef dinner, NFS, frozen meal",3002,Meat mixed dishes,,146,6.82,10.94,8.4,1.2,1.35,268,146.6,1.004,2022-10-28
2707197,32105240,Beef egg foo yung,3404,Stir-fry and soy-based sauce mixtures,,147,13.82,4.78,8.08,0.3,3.05,321,147.1,1.001,2022-10-28
2705860,21602100,Beef jerky,2602,Cold cuts and cured meats,,410,33.2,11,25.6,1.8,9,1785,407.2,0.993,2022-10-28
2706733,27411150,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",3002,Meat mixed dishes,,195,20.56,6.61,9.08,0.7,1.23,351,190.4,0.976,2022-10-28
2706749,27416250,Beef salad,3002,Meat mixed dishes,,261,17.85,2.9,19.32,0.4,2.1,338,256.9,0.984,2022-10-28
2706171,25220105,Beef sausage,2608,Sausages,,341,13.3,3.37,28.7,0,1,866,325.0,0.953,2022-10-28
2706172,25220150,Beef sausage with cheese,2608,Sausages,,341,13.65,3.75,28.54,0,1.37,922,326.5,0.957,2022-10-28
2706730,27410250,"Beef shish kabob with vegetables, excluding potatoes",3002,Meat mixed dishes,,122,14.8,5.06,4.88,0.8,2.37,208,123.4,1.011,2022-10-28
2706754,27418410,"Beef steak with onions, Puerto Rican style",3002,Meat mixed dishes,,321,20.92,3.89,24.12,0.7,1.55,999,316.3,0.985,2022-10-28
2706503,27218210,"Beef stew with potatoes, Puerto Rican style",3002,Meat mixed dishes,,220,14.57,6.53,14.85,1,0.93,572,218.1,0.991,2022-10-28
2706382,27113100,Beef stroganoff,3002,Meat mixed dishes,,150,10.06,6.21,9.33,0.7,1.36,458,149.1,0.994,2022-10-28
2706486,27212350,Beef stroganoff with noodles,3002,Meat mixed dishes,,129,7.76,8.99,6.8,0.7,1.01,316,128.2,0.994,2022-10-28
2706750,27416300,"Beef taco filling: beef, cheese, tomato, taco sauce",3502,Burritos and tacos,,181,12.97,6.37,11.32,0.9,4.06,473,179.2,0.990,2022-10-28
2706501,27214300,Beef wellington,3002,Meat mixed dishes,,368,19.16,10.25,27.43,0.4,0.12,182,364.5,0.991,2022-10-28
2706381,27113000,Beef with cream or white sauce,3002,Meat mixed dishes,,185,22.5,2.75,9.31,0,1.38,340,184.8,0.999,2022-10-28
2706379,27112000,Beef with gravy,3002,Meat mixed dishes,,156,21.56,1.58,7.05,0,0.09,360,156.0,1.000,2022-10-28
2706385,27114000,Beef with mushroom sauce,3002,Meat mixed dishes,,163,21.97,1.83,7.54,0.1,0.56,355,163.1,1.000,2022-10-28
2706386,27115000,Beef with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures,,187,15.86,3.35,12.38,0.5,1.05,333,188.3,1.007,2022-10-28
2707104,28113140,"Beef with spaetzle or rice, vegetable, frozen meal",3002,Meat mixed dishes,,118,6.92,12.23,4.37,0.6,1.23,278,115.9,0.982,2022-10-28
2706392,27116300,Beef with sweet and sour sauce,3404,Stir-fry and soy-based sauce mixtures,,211,9.29,14.22,12.81,0.6,8.42,346,209.3,0.992,2022-10-28
2706370,27111000,Beef with tomato-based sauce,3002,Meat mixed dishes,,149,21.72,1.58,6.36,0.4,1.06,363,150.4,1.010,2022-10-28
2707097,28110150,"Beef with vegetable, diet frozen meal",3002,Meat mixed dishes,,125,10.64,4.69,6.95,0.8,2.81,292,123.9,0.991,2022-10-28
2706736,27414200,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",3002,Meat mixed dishes,,121,7.85,6.97,7.16,1,1.51,318,123.7,1.022,2022-10-28
2706734,27411200,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",3002,Meat mixed dishes,,115,7.67,5.96,7.18,1.4,2.23,301,119.1,1.036,2022-10-28
2706735,27414100,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",3002,Meat mixed dishes,,115,7.8,5.24,7.16,1.1,1.59,307,116.6,1.014,2022-10-28
2706731,27411100,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",3002,Meat mixed dishes,,110,8.24,4.48,6.99,1.7,2.51,300,113.8,1.034,2022-10-28
2705856,21601000,"Beef, bacon, cooked",2604,Bacon,,449,31.3,1.4,34.4,0,0,1500,440.4,0.981,2022-10-28
2705857,21601010,"Beef, bacon, reduced sodium, cooked",2604,Bacon,,541,37.04,1.43,41.78,0,0,1030,529.9,0.979,2022-10-28
2705851,21417100,"Beef, brisket",2002,"Beef, excludes ground",,231,29.41,0,12.04,0,0,377,226.0,0.978,2022-10-28
2705850,21416000,"Beef, corned",2602,Cold cuts and cured meats,,251,18.17,0.47,18.98,0,0,973,245.4,0.978,2022-10-28
2705846,21305000,"Beef, cow head",2002,"Beef, excludes ground",,257,25.9,0,16.46,0,0,357,251.7,0.980,2022-10-28
2705859,21602010,"Beef, dried, chipped, cooked in fat",2602,Cold cuts and cured meats,dried,225,28.12,2.5,11.32,0,2.44,2523,224.4,0.997,2022-10-28
2705858,21602000,"Beef, dried, chipped, uncooked",2602,Cold cuts and cured meats,dried,153,31.1,2.76,1.94,0,2.7,2790,152.9,0.999,2022-10-28
2706632,27317110,"Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3002,Meat mixed dishes,,130,6.19,12.85,6.16,0.8,1.07,301,131.6,1.012,2022-10-28
2706631,27317100,"Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3002,Meat mixed dishes,,127,6.15,11.7,6.36,0.9,1.12,306,128.6,1.013,2022-10-28
2710241,89901004,"Beef, for use with vegetables",9999,Not included in a food category,,191,32.41,0,6.82,0,0,67,191.0,1.000,2022-10-28
2705854,21500100,"Beef, ground",2004,Ground beef,,261,25.55,0,16.82,0,0,381,253.6,0.972,2022-10-28
2705855,21500310,"Beef, ground, patty",2004,Ground beef,,272,25.45,0,18.18,0,0,383,265.4,0.976,2022-10-28
2705853,21500000,"Beef, ground, raw",2004,Ground beef,raw,213,18.44,0,14.88,0,0,373,207.7,0.975,2022-10-28
2706748,27416200,"Beef, ground, with egg and onion",3002,Meat mixed dishes,,228,21.86,1.05,14.54,0.1,0.54,732,222.5,0.976,2022-10-28
2705844,21302000,"Beef, neck bones",2002,"Beef, excludes ground",,257,25.9,0,16.46,0,0,357,251.7,0.980,2022-10-28
2705822,21000100,"Beef, NFS",2002,"Beef, excludes ground",,231,27.13,0,13.04,0,0,372,225.9,0.978,2022-10-28
2706615,27313420,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3002,Meat mixed dishes,,131,6.68,14.94,5.05,1,0.7,305,131.9,1.007,2022-10-28
2706613,27313320,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",3002,Meat mixed dishes,,129,6.63,14.63,5.03,1.1,1.08,310,130.3,1.010,2022-10-28
2706606,27313020,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3002,Meat mixed dishes,,151,8.78,18.29,4.91,1.4,0.84,300,152.5,1.010,2022-10-28
2706609,27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",3404,Stir-fry and soy-based sauce mixtures,,139,10.4,7.44,7.64,1,1.36,206,140.1,1.008,2022-10-28
2706611,27313220,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3002,Meat mixed dishes,,130,6.77,14.86,5.07,1.4,1.56,306,132.2,1.017,2022-10-28
2706614,27313410,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3002,Meat mixed dishes,,127,6.65,13.81,5.04,1.1,0.75,305,127.2,1.002,2022-10-28
2706612,27313310,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",3002,Meat mixed dishes,,125,6.6,13.58,5.06,1.2,1.13,303,126.3,1.010,2022-10-28
2706605,27313010,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3002,Meat mixed dishes,,148,8.71,16.71,5.19,1.5,0.91,317,148.4,1.003,2022-10-28
2706608,27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",3404,Stir-fry and soy-based sauce mixtures,,139,10.31,7.6,7.58,1.2,1.29,216,139.9,1.006,2022-10-28
2706610,27313210,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes,,126,6.74,13.74,5.06,1.5,1.62,310,127.5,1.012,2022-10-28
2705843,21301000,"Beef, oxtails",2002,"Beef, excludes ground",,257,25.9,0,16.46,0,0,357,251.7,0.980,2022-10-28
2705848,21407000,"Beef, pot roast",2002,"Beef, excludes ground",,251,28.39,0,15.35,0,0,370,251.7,1.003,2022-10-28
