fdc_id,food_code,description,portion_description,gram_weight
2709387,71103000,"Potato, boiled, from fresh, peel not eaten, NS as to fat",1 medium,170
2709387,71103000,"Potato, boiled, from fresh, peel not eaten, NS as to fat",1 baby potato,60
2709387,71103000,"Potato, boiled, from fresh, peel not eaten, NS as to fat",Quantity not specified,170
2709387,71103000,"Potato, boiled, from fresh, peel not eaten, NS as to fat",1 small,130
2709387,71103000,"Potato, boiled, from fresh, peel not eaten, NS as to fat",1 cup,160
2709387,71103000,"Potato, boiled, from fresh, peel not eaten, NS as to fat",1 new potato,60
2709388,71103010,"Potato, boiled, from fresh, peel not eaten, no added fat",Quantity not specified,170
2709388,71103010,"Potato, boiled, from fresh, peel not eaten, no added fat",1 small,130
2709388,71103010,"Potato, boiled, from fresh, peel not eaten, no added fat",1 large,300
2709388,71103010,"Potato, boiled, from fresh, peel not eaten, no added fat",1 medium,170
2709388,71103010,"Potato, boiled, from fresh, peel not eaten, no added fat",1 baby potato,60
2709388,71103010,"Potato, boiled, from fresh, peel not eaten, no added fat",1 cup,160
2709388,71103010,"Potato, boiled, from fresh, peel not eaten, no added fat",1 new potato,60
2709389,71103020,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",Quantity not specified,170
2709389,71103020,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",1 cup,160
2709389,71103020,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",1 medium,170
2709389,71103020,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",1 baby potato,60
2709389,71103020,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",1 small,130
2709389,71103020,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",1 large,300
2709389,71103020,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",1 new potato,60
2709390,71103030,"Potato, boiled, from fresh, peel not eaten, made with oil",1 cup,160
2709390,71103030,"Potato, boiled, from fresh, peel not eaten, made with oil",Quantity not specified,170
2709390,71103030,"Potato, boiled, from fresh, peel not eaten, made with oil",1 medium,170
2709390,71103030,"Potato, boiled, from fresh, peel not eaten, made with oil",1 small,130
2709390,71103030,"Potato, boiled, from fresh, peel not eaten, made with oil",1 baby potato,60
2709390,71103030,"Potato, boiled, from fresh, peel not eaten, made with oil",1 large,300
2709390,71103030,"Potato, boiled, from fresh, peel not eaten, made with oil",1 new potato,60
2709391,71103040,"Potato, boiled, from fresh, peel not eaten, made with butter",Quantity not specified,170
2709391,71103040,"Potato, boiled, from fresh, peel not eaten, made with butter",1 baby potato,60
2709391,71103040,"Potato, boiled, from fresh, peel not eaten, made with butter",1 cup,160
2709391,71103040,"Potato, boiled, from fresh, peel not eaten, made with butter",1 medium,170
2709391,71103040,"Potato, boiled, from fresh, peel not eaten, made with butter",1 small,130
2709391,71103040,"Potato, boiled, from fresh, peel not eaten, made with butter",1 new potato,60
2709391,71103040,"Potato, boiled, from fresh, peel not eaten, made with butter",1 large,300
2709392,71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",1 small,130
2709392,71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",1 large,300
2709392,71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",1 new potato,60
2709392,71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",1 cup,160
2709392,71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",1 medium,170
2709392,71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",1 baby potato,60
2709392,71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",Quantity not specified,170
2709393,71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",1 new potato,60
2709393,71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",1 large,300
2709393,71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",Quantity not specified,170
2709393,71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",1 baby potato,60
2709393,71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",1 medium,170
2709393,71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",1 cup,160
2709393,71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",1 small,130
2709394,71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",1 small,130
2709394,71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",1 medium,170
2709394,71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",1 large,300
2709394,71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",1 new potato,60
2709394,71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",1 baby potato,60
2709394,71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",Quantity not specified,170
2709394,71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",1 cup,160
2709395,71103125,"Potato, boiled, from fresh,  peel eaten, no added fat",Quantity not specified,170
2709395,71103125,"Potato, boiled, from fresh,  peel eaten, no added fat",1 medium,170
2709395,71103125,"Potato, boiled, from fresh,  peel eaten, no added fat",1 small,130
2709395,71103125,"Potato, boiled, from fresh,  peel eaten, no added fat",1 baby potato,60
2709395,71103125,"Potato, boiled, from fresh,  peel eaten, no added fat",1 cup,160
2709395,71103125,"Potato, boiled, from fresh,  peel eaten, no added fat",1 large,300
2709395,71103125,"Potato, boiled, from fresh,  peel eaten, no added fat",1 new potato,60
2709396,71103135,"Potato, boiled, from fresh, peel eaten, made with oil",1 cup,160
2709396,71103135,"Potato, boiled, from fresh, peel eaten, made with oil",1 new potato,60
2709396,71103135,"Potato, boiled, from fresh, peel eaten, made with oil",1 small,130
2709396,71103135,"Potato, boiled, from fresh, peel eaten, made with oil",1 large,300
2709396,71103135,"Potato, boiled, from fresh, peel eaten, made with oil",Quantity not specified,170
2709396,71103135,"Potato, boiled, from fresh, peel eaten, made with oil",1 baby potato,60
2709396,71103135,"Potato, boiled, from fresh, peel eaten, made with oil",1 medium,170
2709397,71103140,"Potato, boiled, from fresh, peel eaten, made with butter",1 large,300
2709397,71103140,"Potato, boiled, from fresh, peel eaten, made with butter",1 cup,160
2709397,71103140,"Potato, boiled, from fresh, peel eaten, made with butter",1 baby potato,60
2709397,71103140,"Potato, boiled, from fresh, peel eaten, made with butter",1 medium,170
2709397,71103140,"Potato, boiled, from fresh, peel eaten, made with butter",1 small,130
2709397,71103140,"Potato, boiled, from fresh, peel eaten, made with butter",1 new potato,60
2709397,71103140,"Potato, boiled, from fresh, peel eaten, made with butter",Quantity not specified,170
2709398,71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",1 large,300
2709398,71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",1 cup,160
2709398,71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",1 new potato,60
2709398,71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",1 baby potato,60
2709398,71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",1 medium,170
2709398,71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",Quantity not specified,170
2709398,71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",1 small,130
2709399,71103300,"Potato, canned, NS as to fat",1 cup,185
2709399,71103300,"Potato, canned, NS as to fat","1 whole, canned",35
2709399,71103300,"Potato, canned, NS as to fat",Quantity not specified,95
2709400,71103310,"Potato, canned, fat added, NS as to fat type","1 whole, canned",35
2709400,71103310,"Potato, canned, fat added, NS as to fat type",Quantity not specified,95
2709400,71103310,"Potato, canned, fat added, NS as to fat type",1 cup,185
2709401,71103320,"Potato, canned, no added fat",1 cup,185
2709401,71103320,"Potato, canned, no added fat",Quantity not specified,95
2709401,71103320,"Potato, canned, no added fat","1 whole, canned",35
2709402,71104030,"Potato, roasted, NFS",1 small,130
2709402,71104030,"Potato, roasted, NFS",1 cup,160
2709402,71104030,"Potato, roasted, NFS",1 large,300
2709402,71104030,"Potato, roasted, NFS",1 baby potato,60
2709402,71104030,"Potato, roasted, NFS",1 new potato,60
2709402,71104030,"Potato, roasted, NFS",Quantity not specified,170
2709402,71104030,"Potato, roasted, NFS",1 medium,170
2709403,71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",Quantity not specified,170
2709403,71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",1 new potato,60
2709403,71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",1 large,300
2709403,71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",1 baby potato,60
2709403,71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",1 medium,170
2709403,71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",1 small,130
2709403,71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",1 cup,160
2709404,71104050,"Potato, roasted, from fresh, peel eaten, no added fat",1 cup,160
2709404,71104050,"Potato, roasted, from fresh, peel eaten, no added fat",1 medium,170
2709404,71104050,"Potato, roasted, from fresh, peel eaten, no added fat",1 small,130
2709404,71104050,"Potato, roasted, from fresh, peel eaten, no added fat",1 baby potato,60
2709404,71104050,"Potato, roasted, from fresh, peel eaten, no added fat",1 new potato,60
2709404,71104050,"Potato, roasted, from fresh, peel eaten, no added fat",Quantity not specified,170
2709404,71104050,"Potato, roasted, from fresh, peel eaten, no added fat",1 large,300
2709405,71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",1 cup,160
2709405,71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",1 medium,170
2709405,71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",1 new potato,60
2709405,71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",1 small,130
2709405,71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",1 large,300
2709405,71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",1 baby potato,60
2709405,71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",Quantity not specified,170
2709406,71104070,"Potato, roasted, from fresh, peel eaten, made with oil",Quantity not specified,170
2709406,71104070,"Potato, roasted, from fresh, peel eaten, made with oil",1 new potato,60
2709406,71104070,"Potato, roasted, from fresh, peel eaten, made with oil",1 large,300
2709406,71104070,"Potato, roasted, from fresh, peel eaten, made with oil",1 baby potato,60
2709406,71104070,"Potato, roasted, from fresh, peel eaten, made with oil",1 medium,170
2709406,71104070,"Potato, roasted, from fresh, peel eaten, made with oil",1 small,130
2709406,71104070,"Potato, roasted, from fresh, peel eaten, made with oil",1 cup,160
2709407,71104080,"Potato, roasted, from fresh, peel eaten, made with butter",1 small,130
2709407,71104080,"Potato, roasted, from fresh, peel eaten, made with butter",1 cup,160
2709407,71104080,"Potato, roasted, from fresh, peel eaten, made with butter",1 new potato,60
2709407,71104080,"Potato, roasted, from fresh, peel eaten, made with butter",1 large,300
2709407,71104080,"Potato, roasted, from fresh, peel eaten, made with butter",1 baby potato,60
2709407,71104080,"Potato, roasted, from fresh, peel eaten, made with butter",1 medium,170
2709407,71104080,"Potato, roasted, from fresh, peel eaten, made with butter",Quantity not specified,170
2709408,71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",1 new potato,60
2709408,71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",1 large,300
2709408,71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",1 baby potato,60
2709408,71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",1 medium,170
2709408,71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",1 small,130
2709408,71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",Quantity not specified,170
2709408,71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",1 cup,160
2709409,71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",1 baby potato,60
2709409,71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",1 small,130
2709409,71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",1 medium,170
2709409,71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",1 cup,160
2709409,71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",Quantity not specified,170
2709409,71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",1 new potato,60
2709409,71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",1 large,300
2709410,71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",1 new potato,60
2709410,71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",1 baby potato,60
2709410,71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",1 small,130
2709410,71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",1 large,300
2709410,71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",1 medium,170
2709410,71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",1 cup,160
2709410,71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",Quantity not specified,170
2709411,71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",Quantity not specified,170
2709411,71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",1 baby potato,60
2709411,71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",1 large,300
2709411,71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",1 medium,170
2709411,71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",1 cup,160
2709411,71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",1 small,130
2709411,71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",1 new potato,60
2709412,71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",1 medium,170
2709412,71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",1 large,300
2709412,71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",1 cup,160
2709412,71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",1 small,130
2709412,71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",Quantity not specified,170
2709412,71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",1 new potato,60
2709412,71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",1 baby potato,60
2709413,71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",1 baby potato,60
2709413,71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",1 cup,160
2709413,71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",Quantity not specified,170
2709413,71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",1 large,300
2709413,71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",1 medium,170
2709413,71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",1 small,130
2709413,71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",1 new potato,60
2709414,71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",1 cup,160
2709414,71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",Quantity not specified,170
2709414,71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",1 large,300
2709414,71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",1 small,130
2709414,71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",1 medium,170
2709414,71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",1 new potato,60
2709414,71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",1 baby potato,60
2709415,71104200,"Potato, roasted, ready-to-heat",1 medium,170
2709415,71104200,"Potato, roasted, ready-to-heat",1 large,300
2709415,71104200,"Potato, roasted, ready-to-heat",1 baby potato,60
2709415,71104200,"Potato, roasted, ready-to-heat",1 new potato,60
2709415,71104200,"Potato, roasted, ready-to-heat",1 cup,160
2709415,71104200,"Potato, roasted, ready-to-heat",1 small,130
2709415,71104200,"Potato, roasted, ready-to-heat",Quantity not specified,170
2709416,71106000,"Stewed potatoes, Puerto Rican style",1 small,123
2709416,71106000,"Stewed potatoes, Puerto Rican style",1 medium,163
2709416,71106000,"Stewed potatoes, Puerto Rican style",1 large,247
2709416,71106000,"Stewed potatoes, Puerto Rican style",Quantity not specified,120
2709416,71106000,"Stewed potatoes, Puerto Rican style",1 cup,240
2709417,71106010,"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately",Quantity not specified,123
2709417,71106010,"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately",1 small,97
2709417,71106010,"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately",1 medium,127
2709417,71106010,"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately",1 large,189
2709417,71106010,"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately",1 cup,184
2709418,71106020,"Potato from Puerto Rican style stuffed pot roast, with gravy",1 medium,137
2709418,71106020,"Potato from Puerto Rican style stuffed pot roast, with gravy",1 small,103
2709418,71106020,"Potato from Puerto Rican style stuffed pot roast, with gravy",1 cup,200
2709418,71106020,"Potato from Puerto Rican style stuffed pot roast, with gravy",1 large,206
2709418,71106020,"Potato from Puerto Rican style stuffed pot roast, with gravy",Quantity not specified,100
2709419,71106050,"Potato from Puerto Rican beef stew, with gravy",Quantity not specified,116
2709419,71106050,"Potato from Puerto Rican beef stew, with gravy",1 small,122
2709419,71106050,"Potato from Puerto Rican beef stew, with gravy",1 medium,160
2709419,71106050,"Potato from Puerto Rican beef stew, with gravy",1 large,238
2709419,71106050,"Potato from Puerto Rican beef stew, with gravy",1 cup,232
2709420,71106070,"Potato from Puerto Rican chicken fricassee, with sauce",1 large,247
2709420,71106070,"Potato from Puerto Rican chicken fricassee, with sauce",1 medium,163
2709420,71106070,"Potato from Puerto Rican chicken fricassee, with sauce",1 cup,240
2709420,71106070,"Potato from Puerto Rican chicken fricassee, with sauce",1 small,123
2709420,71106070,"Potato from Puerto Rican chicken fricassee, with sauce",Quantity not specified,120
2709421,71200010,"Potato chips, NFS",1 chip,2
2709421,71200010,"Potato chips, NFS",1 large single serving bag,85
2709421,71200010,"Potato chips, NFS",Quantity not specified,28
2709421,71200010,"Potato chips, NFS",1 100 calorie package,18
2709421,71200010,"Potato chips, NFS",1 small single serving bag,28
2709421,71200010,"Potato chips, NFS",1 cup,25
2709421,71200010,"Potato chips, NFS",1 medium single serving bag,57
2709422,71200100,"Potato chips, plain",1 large single serving bag,85
2709422,71200100,"Potato chips, plain",Quantity not specified,28
2709422,71200100,"Potato chips, plain",1 medium single serving bag,57
2709422,71200100,"Potato chips, plain",1 100 calorie package,18
2709422,71200100,"Potato chips, plain",1 cup,25
2709422,71200100,"Potato chips, plain",1 small single serving bag,28
2709422,71200100,"Potato chips, plain",1 chip,2
2709423,71200110,"Potato chips, barbecue flavored",1 small single serving bag,28
2709423,71200110,"Potato chips, barbecue flavored",1 medium single serving bag,57
2709423,71200110,"Potato chips, barbecue flavored",1 large single serving bag,85
2709423,71200110,"Potato chips, barbecue flavored",1 cup,25
2709423,71200110,"Potato chips, barbecue flavored",1 chip,2
2709423,71200110,"Potato chips, barbecue flavored",1 100 calorie package,18
2709423,71200110,"Potato chips, barbecue flavored",Quantity not specified,28
2709424,71200120,"Potato chips, sour cream and onion flavored",1 small single serving bag,28
2709424,71200120,"Potato chips, sour cream and onion flavored",Quantity not specified,28
2709424,71200120,"Potato chips, sour cream and onion flavored",1 chip,2
2709424,71200120,"Potato chips, sour cream and onion flavored",1 cup,25
2709424,71200120,"Potato chips, sour cream and onion flavored",1 medium single serving bag,57
2709424,71200120,"Potato chips, sour cream and onion flavored",1 large single serving bag,85
2709424,71200120,"Potato chips, sour cream and onion flavored",1 100 calorie package,18
2709425,71200130,"Potato chips, cheese flavored",1 cup,25
2709425,71200130,"Potato chips, cheese flavored",1 medium single serving bag,57
2709425,71200130,"Potato chips, cheese flavored",1 small single serving bag,28
2709425,71200130,"Potato chips, cheese flavored",1 100 calorie package,18
2709425,71200130,"Potato chips, cheese flavored",1 large single serving bag,85
2709425,71200130,"Potato chips, cheese flavored",Quantity not specified,28
2709425,71200130,"Potato chips, cheese flavored",1 chip,2
2709426,71200140,"Potato chips, other flavored",1 medium single serving bag,57
2709426,71200140,"Potato chips, other flavored",1 cup,25
2709426,71200140,"Potato chips, other flavored",1 100 calorie package,18
2709426,71200140,"Potato chips, other flavored",1 chip,2
2709426,71200140,"Potato chips, other flavored",Quantity not specified,28
2709426,71200140,"Potato chips, other flavored",1 large single serving bag,85
2709426,71200140,"Potato chips, other flavored",1 small single serving bag,28
2709427,71200200,"Potato chips, ruffled, plain",1 small single serving bag,28
2709427,71200200,"Potato chips, ruffled, plain",1 medium single serving bag,57
2709427,71200200,"Potato chips, ruffled, plain",1 chip,2.5
2709427,71200200,"Potato chips, ruffled, plain",1 large single serving bag,85
2709427,71200200,"Potato chips, ruffled, plain",1 100 calorie package,18
2709427,71200200,"Potato chips, ruffled, plain",1 cup,32
2709427,71200200,"Potato chips, ruffled, plain",Quantity not specified,28
2709428,71200210,"Potato chips, ruffled, barbecue flavored",1 100 calorie package,18
2709428,71200210,"Potato chips, ruffled, barbecue flavored",1 cup,32
2709428,71200210,"Potato chips, ruffled, barbecue flavored",Quantity not specified,28
2709428,71200210,"Potato chips, ruffled, barbecue flavored",1 medium single serving bag,57
2709428,71200210,"Potato chips, ruffled, barbecue flavored",1 chip,2.5
2709428,71200210,"Potato chips, ruffled, barbecue flavored",1 small single serving bag,28
2709428,71200210,"Potato chips, ruffled, barbecue flavored",1 large single serving bag,85
2709429,71200220,"Potato chips, ruffled, sour cream and onion flavored",1 100 calorie package,18
2709429,71200220,"Potato chips, ruffled, sour cream and onion flavored",1 medium single serving bag,57
2709429,71200220,"Potato chips, ruffled, sour cream and onion flavored",Quantity not specified,28
2709429,71200220,"Potato chips, ruffled, sour cream and onion flavored",1 chip,2.5
2709429,71200220,"Potato chips, ruffled, sour cream and onion flavored",1 large single serving bag,85
2709429,71200220,"Potato chips, ruffled, sour cream and onion flavored",1 small single serving bag,28
2709429,71200220,"Potato chips, ruffled, sour cream and onion flavored",1 cup,32
2709430,71200230,"Potato chips, ruffled, cheese flavored",Quantity not specified,28
2709430,71200230,"Potato chips, ruffled, cheese flavored",1 100 calorie package,18
2709430,71200230,"Potato chips, ruffled, cheese flavored",1 small single serving bag,28
2709430,71200230,"Potato chips, ruffled, cheese flavored",1 large single serving bag,85
2709430,71200230,"Potato chips, ruffled, cheese flavored",1 medium single serving bag,57
2709430,71200230,"Potato chips, ruffled, cheese flavored",1 chip,2.5
2709430,71200230,"Potato chips, ruffled, cheese flavored",1 cup,32
2709431,71200240,"Potato chips, ruffled, other flavored",1 cup,32
2709431,71200240,"Potato chips, ruffled, other flavored",1 100 calorie package,18
2709431,71200240,"Potato chips, ruffled, other flavored",1 chip,2.5
2709431,71200240,"Potato chips, ruffled, other flavored",Quantity not specified,28
2709431,71200240,"Potato chips, ruffled, other flavored",1 small single serving bag,28
2709431,71200240,"Potato chips, ruffled, other flavored",1 medium single serving bag,57
2709431,71200240,"Potato chips, ruffled, other flavored",1 large single serving bag,85
2709432,71200300,"Potato chips, restructured, plain",1 snack size tub/can,20
2709432,71200300,"Potato chips, restructured, plain",1 100 calorie package,18
2709432,71200300,"Potato chips, restructured, plain",Quantity not specified,28
2709432,71200300,"Potato chips, restructured, plain",1 1-inch stack,28
2709432,71200300,"Potato chips, restructured, plain",1 chip,2
2709432,71200300,"Potato chips, restructured, plain",1 small can,60
2709432,71200300,"Potato chips, restructured, plain",1 regular can,185
2709432,71200300,"Potato chips, restructured, plain",1 cup,25
2709433,71200310,"Potato chips, restructured, flavored",1 100 calorie package,18
2709433,71200310,"Potato chips, restructured, flavored",1 chip,2
2709433,71200310,"Potato chips, restructured, flavored",1 regular can,185
2709433,71200310,"Potato chips, restructured, flavored",Quantity not specified,28
2709433,71200310,"Potato chips, restructured, flavored",1 1-inch stack,28
2709433,71200310,"Potato chips, restructured, flavored",1 snack size tub/can,20
2709433,71200310,"Potato chips, restructured, flavored",1 cup,25
2709433,71200310,"Potato chips, restructured, flavored",1 small can,60
2709434,71200400,"Potato chips, baked, plain",Quantity not specified,28
2709434,71200400,"Potato chips, baked, plain",1 medium single serving bag,57
2709434,71200400,"Potato chips, baked, plain",1 small single serving bag,28
2709434,71200400,"Potato chips, baked, plain",1 100 calorie package,18
2709434,71200400,"Potato chips, baked, plain",1 cup,25
2709434,71200400,"Potato chips, baked, plain",1 chip,2
2709434,71200400,"Potato chips, baked, plain",1 large single serving bag,85
2709435,71200410,"Potato chips, baked, flavored",1 100 calorie package,18
2709435,71200410,"Potato chips, baked, flavored",1 small single serving bag,28
2709435,71200410,"Potato chips, baked, flavored",1 medium single serving bag,57
2709435,71200410,"Potato chips, baked, flavored",Quantity not specified,28
2709435,71200410,"Potato chips, baked, flavored",1 cup,25
2709435,71200410,"Potato chips, baked, flavored",1 chip,2
2709435,71200410,"Potato chips, baked, flavored",1 large single serving bag,85
2709436,71201050,"Potato chips, reduced fat",1 small single serving bag,28
2709436,71201050,"Potato chips, reduced fat",1 cup,25
2709436,71201050,"Potato chips, reduced fat",1 large single serving bag,85
2709436,71201050,"Potato chips, reduced fat",1 medium single serving bag,57
2709436,71201050,"Potato chips, reduced fat",1 100 calorie package,18
2709436,71201050,"Potato chips, reduced fat",Quantity not specified,28
2709436,71201050,"Potato chips, reduced fat",1 chip,2
2709437,71201200,"Potato chips, restructured, reduced fat, lightly salted",1 1-inch stack,28
2709437,71201200,"Potato chips, restructured, reduced fat, lightly salted",1 chip,2
2709437,71201200,"Potato chips, restructured, reduced fat, lightly salted",1 small can,60
2709437,71201200,"Potato chips, restructured, reduced fat, lightly salted",1 cup,25
2709437,71201200,"Potato chips, restructured, reduced fat, lightly salted",Quantity not specified,28
2709437,71201200,"Potato chips, restructured, reduced fat, lightly salted",1 snack size tub/can,20
2709437,71201200,"Potato chips, restructured, reduced fat, lightly salted",1 regular can,185
2709437,71201200,"Potato chips, restructured, reduced fat, lightly salted",1 100 calorie package,18
2709438,71202000,"Potato chips, unsalted",1 chip,2
2709438,71202000,"Potato chips, unsalted",1 cup,25
2709438,71202000,"Potato chips, unsalted",1 medium single serving bag,57
2709438,71202000,"Potato chips, unsalted",1 100 calorie package,18
2709438,71202000,"Potato chips, unsalted",Quantity not specified,28
2709438,71202000,"Potato chips, unsalted",1 large single serving bag,85
2709438,71202000,"Potato chips, unsalted",1 small single serving bag,28
2709439,71202500,"Potato chips, lightly salted",1 medium single serving bag,57
2709439,71202500,"Potato chips, lightly salted",1 small single serving bag,28
2709439,71202500,"Potato chips, lightly salted",1 cup,25
2709439,71202500,"Potato chips, lightly salted",1 chip,2
2709439,71202500,"Potato chips, lightly salted",Quantity not specified,28
2709439,71202500,"Potato chips, lightly salted",1 large single serving bag,85
2709439,71202500,"Potato chips, lightly salted",1 100 calorie package,18
2709440,71202510,"Potato chips, restructured, lightly salted",1 100 calorie package,18
2709440,71202510,"Potato chips, restructured, lightly salted",1 regular can,185
2709440,71202510,"Potato chips, restructured, lightly salted",1 1-inch stack,28
2709440,71202510,"Potato chips, restructured, lightly salted",1 cup,25
2709440,71202510,"Potato chips, restructured, lightly salted",Quantity not specified,28
2709440,71202510,"Potato chips, restructured, lightly salted",1 snack size tub/can,20
2709440,71202510,"Potato chips, restructured, lightly salted",1 small can,60
2709440,71202510,"Potato chips, restructured, lightly salted",1 chip,2
2709441,71203010,"Potato chips, popped, plain",1 medium single serving bag,57
2709441,71203010,"Potato chips, popped, plain",1 100 calorie package,18
2709441,71203010,"Potato chips, popped, plain",1 chip,1
2709441,71203010,"Potato chips, popped, plain",1 small single serving bag,28
2709441,71203010,"Potato chips, popped, plain",1 large single serving bag,85
2709441,71203010,"Potato chips, popped, plain",Quantity not specified,28
2709441,71203010,"Potato chips, popped, plain",1 cup,20
2709442,71203020,"Potato chips, popped, flavored",1 small single serving bag,28
2709442,71203020,"Potato chips, popped, flavored",1 chip,1
2709442,71203020,"Potato chips, popped, flavored",Quantity not specified,28
